"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2016","Region","FREQUENCY","FREQUENCY","TIME","TIME","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12930","Georges River (A)","A","Annual","2013","2013",146718,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12930","Georges River (A)","A","Annual","2014","2014",149117,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12930","Georges River (A)","A","Annual","2015","2015",151403,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12930","Georges River (A)","A","Annual","2016","2016",153452,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2001","2001",4761,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2002","2002",4730,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2003","2003",4706,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2004","2004",4660,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2005","2005",4652,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2006","2006",4618,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2007","2007",4532,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2008","2008",4471,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2009","2009",4498,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2010","2010",4529,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2011","2011",4515,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2012","2012",4468,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2013","2013",4434,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2014","2014",4392,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2015","2015",4354,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","12950","Gilgandra (A)","A","Annual","2016","2016",4309,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2001","2001",8818,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2002","2002",8848,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2003","2003",8870,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2004","2004",8876,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2005","2005",8907,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2006","2006",8987,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2007","2007",8919,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2008","2008",8907,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2009","2009",8926,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2010","2010",8939,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2011","2011",8911,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2012","2012",8910,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2013","2013",8915,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2014","2014",8930,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2015","2015",8939,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13010","Glen Innes Severn (A)","A","Annual","2016","2016",8942,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2001","2001",26401,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2002","2002",26526,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2003","2003",26576,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2004","2004",26559,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2005","2005",26615,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2006","2006",26695,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2007","2007",26803,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2008","2008",27166,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2009","2009",27654,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2010","2010",28083,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2011","2011",28363,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2012","2012",28718,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2013","2013",29153,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2014","2014",29438,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2015","2015",29749,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13310","Goulburn Mulwaree (A)","A","Annual","2016","2016",30150,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2001","2001",10455,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2002","2002",10331,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2003","2003",10189,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2004","2004",10126,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2005","2005",10036,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2006","2006",9999,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2007","2007",9985,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2008","2008",9988,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2009","2009",10009,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2010","2010",10060,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2011","2011",10072,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2012","2012",10162,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2013","2013",10219,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2014","2014",10319,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2015","2015",10440,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13340","Greater Hume Shire (A)","A","Annual","2016","2016",10509,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2001","2001",24412,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2002","2002",24377,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2003","2003",24277,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2004","2004",24235,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2005","2005",24329,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2006","2006",24450,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2007","2007",24583,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2008","2008",24817,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2009","2009",25100,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2010","2010",25264,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2011","2011",25395,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2012","2012",25638,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2013","2013",25739,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2014","2014",25998,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2015","2015",26245,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13450","Griffith (C)","A","Annual","2016","2016",26422,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2001","2001",11397,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2002","2002",11357,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2003","2003",11292,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2004","2004",11248,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2005","2005",11256,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2006","2006",11254,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2007","2007",11201,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2008","2008",11168,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2009","2009",11230,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2010","2010",11274,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2011","2011",11308,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2012","2012",11315,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2013","2013",11315,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2014","2014",11309,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2015","2015",11307,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13510","Gundagai (A)","A","Annual","2016","2016",11286,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2001","2001",12306,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2002","2002",12193,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2003","2003",12036,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2004","2004",11892,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2005","2005",11792,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2006","2006",11782,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2007","2007",11879,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2008","2008",11987,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2009","2009",12151,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2010","2010",12344,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2011","2011",12519,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2012","2012",12531,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2013","2013",12510,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2014","2014",12511,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2015","2015",12504,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13550","Gunnedah (A)","A","Annual","2016","2016",12551,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2001","2001",5716,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2002","2002",5652,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2003","2003",5573,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2004","2004",5492,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2005","2005",5442,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2006","2006",5428,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2007","2007",5307,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2008","2008",5210,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2009","2009",5167,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2010","2010",5131,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2011","2011",5102,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2012","2012",5174,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2013","2013",5220,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2014","2014",5253,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2015","2015",5306,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13660","Gwydir (A)","A","Annual","2016","2016",5326,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2001","2001",62412,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2002","2002",62515,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2003","2003",62530,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2004","2004",62032,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2005","2005",61698,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2006","2006",61725,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2007","2007",62262,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2008","2008",63066,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2009","2009",63618,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2010","2010",63982,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2011","2011",64353,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2012","2012",64651,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2013","2013",65082,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2014","2014",65420,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2015","2015",65773,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13800","Hawkesbury (C)","A","Annual","2016","2016",66136,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2001","2001",3620,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2002","2002",3616,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2003","2003",3582,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2004","2004",3538,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2005","2005",3512,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2006","2006",3483,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2007","2007",3394,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2008","2008",3292,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2009","2009",3209,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2010","2010",3153,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2011","2011",3085,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2012","2012",3028,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2013","2013",3013,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2014","2014",3002,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2015","2015",2989,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13850","Hay (A)","A","Annual","2016","2016",2975,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2001","2001",18014,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2002","2002",18022,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2003","2003",18031,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2004","2004",18060,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2005","2005",18146,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2006","2006",18213,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2007","2007",18266,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2008","2008",18337,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2009","2009",18467,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2010","2010",18639,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2011","2011",18793,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2012","2012",18831,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2013","2013",18825,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2014","2014",18839,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2015","2015",18844,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","13910","Hilltops (A)","A","Annual","2016","2016",18841,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2001","2001",132644,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2002","2002",134068,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2003","2003",134991,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2004","2004",135567,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2005","2005",135974,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2006","2006",136162,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2007","2007",137694,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2008","2008",139436,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2009","2009",141117,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2010","2010",142549,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2011","2011",143273,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2012","2012",143862,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2013","2013",144620,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2014","2014",145524,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2015","2015",146485,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14000","Hornsby (A)","A","Annual","2016","2016",147661,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2001","2001",13296,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2002","2002",13412,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2003","2003",13512,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2004","2004",13631,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2005","2005",13636,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2006","2006",13662,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2007","2007",13716,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2008","2008",13742,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2009","2009",13835,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2010","2010",13854,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2011","2011",13897,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2012","2012",14073,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2013","2013",14240,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2014","2014",14425,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2015","2015",14538,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14100","Hunters Hill (A)","A","Annual","2016","2016",14638,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2001","2001",166693,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2002","2002",166368,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2003","2003",166127,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2004","2004",165989,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2005","2005",166486,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2006","2006",167602,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2007","2007",170481,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2008","2008",173375,,
