"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2016","Region","FREQUENCY","FREQUENCY","TIME","TIME","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33800","Hinchinbrook (S)","A","Annual","2010","2010",11808,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33800","Hinchinbrook (S)","A","Annual","2011","2011",11817,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33800","Hinchinbrook (S)","A","Annual","2012","2012",11769,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33800","Hinchinbrook (S)","A","Annual","2013","2013",11622,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33800","Hinchinbrook (S)","A","Annual","2014","2014",11432,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33800","Hinchinbrook (S)","A","Annual","2015","2015",11207,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33800","Hinchinbrook (S)","A","Annual","2016","2016",10990,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2001","2001",875,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2002","2002",867,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2003","2003",850,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2004","2004",831,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2005","2005",824,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2006","2006",812,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2007","2007",850,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2008","2008",897,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2009","2009",955,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2010","2010",1011,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2011","2011",1052,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2012","2012",1049,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2013","2013",1028,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2014","2014",1005,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2015","2015",973,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33830","Hope Vale (S)","A","Annual","2016","2016",967,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2001","2001",123934,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2002","2002",126116,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2003","2003",128646,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2004","2004",132119,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2005","2005",137324,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2006","2006",141986,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2007","2007",148133,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2008","2008",154428,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2009","2009",161664,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2010","2010",167134,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2011","2011",172200,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2012","2012",178237,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2013","2013",183705,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2014","2014",189312,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2015","2015",194438,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33960","Ipswich (C)","A","Annual","2016","2016",200123,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2001","2001",18169,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2002","2002",18590,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2003","2003",19050,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2004","2004",19231,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2005","2005",19785,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2006","2006",20372,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2007","2007",21018,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2008","2008",21632,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2009","2009",22237,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2010","2010",22658,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2011","2011",23188,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2012","2012",23350,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2013","2013",23294,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2014","2014",22809,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2015","2015",22206,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","33980","Isaac (R)","A","Annual","2016","2016",21563,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2001","2001",999,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2002","2002",1012,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2003","2003",1016,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2004","2004",1030,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2005","2005",1048,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2006","2006",1063,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2007","2007",1075,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2008","2008",1079,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2009","2009",1088,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2010","2010",1103,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2011","2011",1112,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2012","2012",1078,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2013","2013",1042,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2014","2014",1015,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2015","2015",997,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34420","Kowanyama (S)","A","Annual","2016","2016",984,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2001","2001",25863,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2002","2002",26488,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2003","2003",27280,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2004","2004",28159,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2005","2005",28755,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2006","2006",29543,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2007","2007",30629,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2008","2008",31407,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2009","2009",32474,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2010","2010",32906,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2011","2011",33394,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2012","2012",34404,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2013","2013",35322,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2014","2014",36146,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2015","2015",36691,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34530","Livingstone (S)","A","Annual","2016","2016",37055,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2001","2001",638,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2002","2002",623,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2003","2003",607,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2004","2004",591,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2005","2005",584,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2006","2006",578,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2007","2007",573,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2008","2008",555,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2009","2009",554,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2010","2010",552,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2011","2011",520,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2012","2012",571,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2013","2013",620,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2014","2014",669,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2015","2015",696,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34570","Lockhart River (S)","A","Annual","2016","2016",747,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2001","2001",28213,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2002","2002",28813,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2003","2003",29078,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2004","2004",29485,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2005","2005",30524,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2006","2006",31305,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2007","2007",32050,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2008","2008",32974,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2009","2009",34333,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2010","2010",35110,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2011","2011",35880,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2012","2012",36548,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2013","2013",37678,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2014","2014",38377,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2015","2015",38881,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34580","Lockyer Valley (R)","A","Annual","2016","2016",39486,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2001","2001",234351,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2002","2002",239515,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2003","2003",244076,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2004","2004",249161,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2005","2005",253905,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2006","2006",259116,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2007","2007",264410,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2008","2008",270628,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2009","2009",277372,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2010","2010",282189,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2011","2011",287474,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2012","2012",293860,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2013","2013",300272,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2014","2014",304875,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2015","2015",308998,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34590","Logan (C)","A","Annual","2016","2016",313785,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2001","2001",4537,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2002","2002",4545,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2003","2003",4447,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2004","2004",4379,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2005","2005",4284,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2006","2006",4174,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2007","2007",4174,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2008","2008",4193,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2009","2009",4219,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2010","2010",4250,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2011","2011",4296,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2012","2012",4217,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2013","2013",4104,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2014","2014",4029,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2015","2015",3815,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34710","Longreach (R)","A","Annual","2016","2016",3727,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2001","2001",89337,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2002","2002",91554,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2003","2003",93642,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2004","2004",96285,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2005","2005",99901,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2006","2006",103567,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2007","2007",106026,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2008","2008",108644,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2009","2009",111455,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2010","2010",113669,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2011","2011",115960,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2012","2012",117603,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2013","2013",119076,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2014","2014",119272,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2015","2015",118771,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34770","Mackay (R)","A","Annual","2016","2016",117703,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2001","2001",1045,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2002","2002",1033,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2003","2003",993,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2004","2004",973,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2005","2005",951,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2006","2006",922,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2007","2007",963,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2008","2008",994,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2009","2009",1011,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2010","2010",1044,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2011","2011",1085,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2012","2012",1039,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2013","2013",989,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2014","2014",939,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2015","2015",872,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34800","McKinlay (S)","A","Annual","2016","2016",810,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2001","2001",205,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2002","2002",213,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2003","2003",224,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2004","2004",232,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2005","2005",239,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2006","2006",247,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2007","2007",254,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2008","2008",262,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2009","2009",271,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2010","2010",276,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2011","2011",281,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2012","2012",291,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2013","2013",295,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2014","2014",305,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2015","2015",307,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34830","Mapoon (S)","A","Annual","2016","2016",322,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2001","2001",12368,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2002","2002",12383,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2003","2003",12436,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2004","2004",12461,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2005","2005",12501,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2006","2006",12612,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2007","2007",12770,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2008","2008",12952,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2009","2009",13113,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2010","2010",13286,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2011","2011",13437,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2012","2012",13426,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2013","2013",13515,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2014","2014",13443,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2015","2015",13305,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34860","Maranoa (R)","A","Annual","2016","2016",12928,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2001","2001",18125,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2002","2002",18236,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2003","2003",18307,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2004","2004",18353,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2005","2005",18553,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2006","2006",18753,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2007","2007",19195,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2008","2008",19737,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2009","2009",20177,,
